Heating DB 99.6% - EPW,Heating DB 99% - EPW,Cooling DB 0.4% - EPW,Cooling DB 1% - EPW
-18.296400000000002,-16.641000000000002,22.6,21.4
-18.3964,-16.9,22.0,20.7
-23.6,-22.2,22.9,21.4
-19.1,-17.6,24.9,22.8
-21.2,-19.541,24.696399999999993,22.4
-26.6928,-23.0,24.1,21.581999999999972
-21.3964,-18.4,21.1,19.6
-22.8892,-20.841,20.3,19.140999999999988
-21.9,-17.9,19.8,18.0
-21.6,-18.8,20.496399999999994,18.540999999999986
-21.6,-19.241,20.9,19.040999999999986
-25.0,-21.7,25.996399999999994,22.2
-18.0,-16.0,23.1,21.2
-18.4964,-15.141,25.996399999999994,22.7
-21.8,-19.9,23.996399999999994,22.0
-22.3,-20.241,23.5,21.7
-21.8964,-19.441,23.896399999999993,21.2
-22.8964,-19.1,26.78199999999997,23.0
-18.8964,-16.341,26.9,24.0
-19.596400000000003,-17.4,23.596399999999996,22.0
-24.0,-20.8,23.196399999999993,20.940999999999985
-24.4,-21.141000000000002,21.2,19.9
-25.096400000000003,-21.8,21.8,19.9
-19.4964,-16.782,24.396399999999993,22.1
-17.7,-15.741,26.496399999999994,23.740999999999985
-20.296400000000002,-18.6,23.5,21.7
-27.596400000000003,-25.341,25.8,24.0
-25.3964,-23.241,26.3,25.0
-25.1928,-22.9,25.8,24.0
-27.6964,-25.6,26.096399999999996,24.4
-26.296400000000002,-24.0,25.696399999999993,23.940999999999985
-22.9,-21.4,26.49279999999999,24.240999999999985
-32.1,-28.1,24.0,22.3
-27.296400000000002,-24.541,24.096399999999996,22.7
-32.1,-28.741,24.996399999999994,23.1
-25.4964,-23.2,25.1,23.640999999999988
-25.9,-23.741,27.2,24.7
-25.1,-23.0,24.796399999999995,23.140999999999988
-29.482,-26.1,20.9,19.5
-27.3,-25.0,24.9,23.1
-26.9,-24.241,25.7,24.0
-26.9964,-25.082,23.796399999999995,22.0
-16.4,-15.2,23.0,21.2
-18.8,-16.241,21.3,19.5
-16.3,-15.1,23.496399999999994,22.5
-23.0,-20.0,24.0,22.0
-22.0,-21.0,25.0,24.0
-24.0,-21.2,26.0,24.0
-20.5,-18.4,23.8,22.6
-20.2,-18.3,23.2,21.9
-20.5,-18.341,24.7,23.3
-28.0,-27.0,25.48199999999997,24.0
-27.0,-26.0,26.0,24.0
-27.0,-26.0,26.396399999999993,24.9
-21.296400000000002,-19.4,23.396399999999993,21.9
-21.6964,-20.1,24.1,22.4
-19.296400000000002,-17.3,23.9,22.240999999999985
-22.796400000000002,-19.741,24.7,23.2
-24.3,-21.9,23.7,22.3
-22.0,-19.2,25.2,23.340999999999987
-18.0,-16.0,24.0,22.0
-19.8964,-16.8,23.4,22.5
-19.892799999999998,-17.0,24.38919999999998,23.0
-12.5,-11.4,20.3,19.440999999999985
-12.3,-11.1,20.1,19.3
-14.9,-12.241,21.6,19.9
-24.9928,-22.4,24.096399999999996,22.9
-22.3,-19.9,24.5,22.4
-24.9964,-22.741,24.5,22.4
-27.096400000000003,-24.3,22.6,21.3
-26.5,-24.641000000000002,24.49279999999999,22.6
-26.096400000000003,-24.641000000000002,23.8,22.340999999999987
-20.6,-17.2,21.496399999999994,19.740999999999985
-12.592799999999999,-11.141,20.9,19.8
-13.8,-11.5,20.9,19.8
-21.0,-19.0,22.596399999999996,21.6
-17.4,-16.2,22.9,22.0
-23.6,-20.741,23.0,21.3
-16.0,-13.281999999999998,22.8,21.0
-17.0,-14.6,24.0,22.4
-17.0,-15.0,25.0,23.0
-20.0,-17.341,21.4,20.4
-12.696399999999999,-10.8,20.9,20.2
-12.696399999999999,-10.8,21.396399999999993,20.4
-17.796400000000002,-16.0,19.4,18.3
-18.596400000000003,-16.4,22.3,20.7
-15.5,-14.0,22.8,21.2
-23.6964,-20.241,22.796399999999995,21.8
-23.3964,-21.1,24.196399999999993,23.0
-20.9892,-18.0,26.48199999999997,25.0
-21.0,-19.0,23.0,21.30499999999993
-14.6,-12.9,21.596399999999996,20.2
-18.2892,-15.141,21.196399999999993,20.0
-20.3,-17.3,21.496399999999994,19.9
-29.4964,-25.0,24.7,22.5
-25.296400000000002,-22.5,21.2,20.2
-27.796400000000002,-25.0,22.5,20.540999999999986
-18.1,-17.1,20.0,18.5
-17.6964,-15.2,19.7,18.0
-18.096400000000003,-16.741,17.0,15.5
-25.9,-24.6,22.3,20.4
-14.8,-13.3,19.796399999999995,18.140999999999988
-14.1,-13.2,20.2,19.2
-14.1,-13.2,20.196399999999993,18.740999999999985
-20.5,-18.041,21.7,19.940999999999985
-18.6,-17.2,22.29279999999999,20.8
-20.7,-18.8,21.996399999999994,20.5
-19.8964,-18.1,21.9,20.440999999999985
-14.8964,-14.0,23.4,21.6
-14.0,-12.741,20.696399999999993,19.4
-26.0,-24.0,23.49279999999999,22.0
-23.796400000000002,-20.4,21.2,20.1
-24.2928,-21.5,23.2,21.9
-25.096400000000003,-22.5,23.2,21.8
-26.3,-22.9,21.196399999999993,19.4
-27.2,-24.3,24.796399999999995,23.1
-25.4964,-23.2,24.1,22.5
-25.2,-22.041,26.996399999999994,25.6
-21.9,-18.8,24.896399999999993,23.4
-21.1,-19.2,24.796399999999995,23.4
-16.7928,-13.9,22.0,20.4
-14.9964,-13.7,24.2,20.8
-14.5,-12.6,22.296399999999995,20.6
-26.5,-19.5,22.8,21.5
-26.3,-23.841,27.396399999999993,24.540999999999986
-22.8964,-20.3,25.5,23.7
-14.6,-12.4,25.0,22.9
-14.6,-13.5,26.396399999999993,24.3
-14.8,-13.6,24.5,22.540999999999986
-24.4,-21.4,24.4,22.540999999999986
-24.096400000000003,-21.264,23.4,21.940999999999985
-22.1892,-19.6,23.4,21.940999999999985
-26.2928,-21.341,27.296399999999995,24.2
-22.2,-18.9,25.496399999999994,23.4
-25.0,-20.541,26.3,24.2
-20.6964,-16.7,25.1,23.9
-22.3,-20.1,24.8,23.440999999999985
-23.1,-19.9,25.296399999999995,23.840999999999987
-25.6,-24.4,24.296399999999995,22.740999999999985
-24.1964,-19.6,27.4,25.440999999999985
-21.4964,-19.241,26.5,24.4
-24.2,-21.3,26.7,25.040999999999986
-17.4964,-14.941,25.0,23.4
-19.6,-17.841,25.3,23.9
-19.3,-17.1,25.696399999999993,23.7
-25.5,-22.0,24.2,22.440999999999985
-25.5,-21.1,24.796399999999995,23.1
-25.9964,-20.341,22.2,21.2
-14.2,-12.741,24.8,23.0
-13.1,-10.7,25.0,23.4
-15.8,-13.1,25.1,23.3
-9.696399999999999,-7.6,21.2,20.2
-9.4,-8.2,21.0,20.2
-9.0964,-8.0,20.7,19.9
-18.2928,-16.0,25.0,23.0
-20.0,-17.0,24.0,22.0
-18.3,-16.7,22.9,22.0
-12.3,-10.7,20.2,19.2
-10.1,-8.141,20.896399999999993,20.0
-10.7964,-9.7,20.3,19.3
-10.6,-8.7,22.5,20.9
-12.696399999999999,-11.1,21.296399999999995,19.9
-13.0,-11.4,22.3,20.9
-20.9,-18.3,23.3,21.9
-10.492799999999999,-8.5,24.9,22.5
-4.6,-3.7,24.8,22.2
-5.9,-4.9,24.6,23.1
-20.4964,-17.341,23.7,22.1
-20.096400000000003,-18.541,26.6,24.0
-24.6,-21.4,25.8,23.9
-13.1,-11.141,24.1,22.8
-11.192799999999998,-8.9,26.5,24.4
-18.1964,-15.9,26.896399999999993,24.3
-18.0,-14.7,27.6,25.1
-15.8928,-14.2,28.396399999999993,24.9
-17.8,-15.7,24.1,22.8
-21.892799999999998,-19.5,25.3,23.9
-20.8,-19.341,26.7,23.9
-19.1,-17.6,28.196399999999993,25.6
-16.3,-14.0,24.4,23.0
-11.8964,-10.1,28.3,26.0
-13.196399999999999,-11.6,27.3,24.040999999999986
-14.5964,-12.3,25.1,23.5
-13.3,-11.9,27.7,25.1
-17.4928,-14.4,26.0,24.4
-22.482,-19.0,27.1,23.640999999999988
-20.7,-18.6,27.196399999999993,24.940999999999985
-22.4964,-18.882,23.996399999999994,22.140999999999988
-16.096400000000003,-13.841000000000001,26.3,23.940999999999985
-14.5,-12.7,26.7,25.4
-13.7964,-12.341000000000001,28.1,25.7
-12.7,-10.4,24.1,23.0
-12.7,-10.4,24.1,23.0
-16.2928,-13.5,23.892799999999987,22.0
-13.0,-10.0,26.0,25.0
-9.0,-7.0,27.963999999999942,26.0
-9.0,-7.0,27.0,26.0
-15.4892,-13.0,26.0,24.0
-15.7,-13.041,25.996399999999994,24.740999999999985
-15.7,-13.2,25.296399999999995,24.2
-19.5,-17.5,24.996399999999994,23.3
-17.9892,-15.141,25.896399999999993,24.040999999999986
-16.7928,-13.7,26.8,24.4
-22.5892,-16.882,24.296399999999995,23.0
-17.0,-14.1,24.9,23.7
-17.4,-16.5,26.796399999999995,24.9
-11.3,-9.3,26.1,24.7
-11.7,-9.9,28.8,26.740999999999985
-11.7964,-9.8,24.9,23.4
-17.6,-15.1,26.996399999999994,25.240999999999985
-14.0,-12.0,27.0,25.0
-11.982,-10.0,27.0,25.0
-13.0,-9.0,26.0,25.0
-13.4,-11.3,26.296399999999995,25.1
-13.2964,-10.041,26.096399999999996,24.6
-14.696399999999999,-11.5,26.0,24.9
-7.296399999999999,-5.9,22.0,21.1
-5.796399999999999,-4.840999999999999,22.3,21.040999999999986
-9.8964,-8.3,23.29279999999999,21.4
-14.2,-12.5,24.9,23.140999999999988
-9.0,-7.9,25.2,23.440999999999985
-9.3,-8.6,25.096399999999996,23.5
-14.9,-12.7,26.196399999999993,24.2
-13.4,-10.841000000000001,25.796399999999995,23.6
-13.7,-11.541,25.192799999999988,23.3
-15.0964,-12.0,25.096399999999996,23.740999999999985
-14.9964,-11.7,26.1,24.7
-12.9,-10.741,25.2,23.5
-13.3964,-11.1,26.196399999999993,24.0
-12.6892,-10.2,26.4,25.2
-16.296400000000002,-12.482,25.796399999999995,24.1
-12.696399999999999,-11.1,27.0,25.6
-11.5,-10.1,26.0,24.7
-13.8964,-11.241,25.0,23.540999999999986
-11.0,-9.0,27.0,25.0
-10.0,-8.482,26.1,24.6
-13.3,-10.8,24.0,23.0
-15.4,-13.341000000000001,23.796399999999995,22.6
-13.4964,-12.1,25.4,23.5
-12.2,-11.0,22.9,21.9
-15.3964,-11.641,25.896399999999993,23.9
-15.192799999999998,-11.982,25.3,23.3
-14.2964,-11.6,24.4,22.7
-13.3,-11.8,27.7,25.540999999999986
-11.2964,-9.6,24.7,23.2
-14.3964,-13.1,24.896399999999993,23.4
-12.0,-10.3,23.496399999999994,22.0
-11.696399999999999,-8.8,26.4,25.0
-17.2,-12.941,26.896399999999993,25.240999999999985
-13.7964,-11.1,26.296399999999995,24.9
-14.6,-11.9,25.9,24.5
-13.9964,-11.541,26.3,25.1
-10.8,-9.9,26.3,25.1
-13.2964,-10.8,26.096399999999996,24.5
-15.2964,-13.0,26.296399999999995,24.7
-17.392799999999998,-12.9,27.7,25.6
-11.2,-9.1,26.9,25.4
-9.9,-8.9,26.096399999999996,24.5
-9.8964,-7.7,26.3,25.2
-8.4,-6.6,25.99279999999999,23.740999999999985
-8.5,-6.3,23.296399999999995,22.1
-8.7,-7.4,25.096399999999996,23.3
-5.4,-4.2,23.596399999999996,22.3
-6.4963999999999995,-5.441,24.6,22.9
-6.5,-5.3,24.4,22.9
-10.092799999999999,-7.7,23.8,22.240999999999985
-10.4964,-8.1,24.3,23.1
-8.8964,-7.3,24.8,23.240999999999985
-15.6,-12.2,25.2,23.5
-12.2,-10.3,25.2,23.540999999999986
-16.8,-12.8,25.396399999999993,23.4
-4.6,-3.7,21.0,20.240999999999985
-4.6,-3.9,21.3,20.7
-5.0,-4.4,20.5,19.9
-8.5,-7.4,21.3,20.4
-4.3,-3.6,22.0,21.3
-4.8,-4.0,21.6,20.4
-4.9963999999999995,-4.0,22.096399999999996,20.7
-6.8,-5.840999999999999,22.6,21.640999999999988
-5.596399999999999,-4.3,22.396399999999993,20.8
-4.3,-3.2,21.396399999999993,19.840999999999987
-4.3,-3.1,21.6,21.1
-9.4,-5.2,21.3,20.3
-4.8,-3.8409999999999993,22.4,21.2
-3.4964,-2.6,23.2,22.2
-5.8,-4.5,22.5,21.440999999999985
-13.092799999999999,-10.181999999999999,26.796399999999995,25.2
-12.2964,-8.5,24.596399999999996,22.9
-9.2964,-7.741,26.196399999999993,24.140999999999988
-9.4,-8.0,25.196399999999993,24.0
-10.0,-8.322999999999999,24.0,23.0
-10.0,-7.163999999999999,24.0,22.0
-8.5964,-6.7,25.9,24.7
-8.0964,-6.5,28.0,25.9
-8.2,-6.7,28.1,25.940999999999985
-12.696399999999999,-9.041,25.2,23.7
-14.7,-10.9,26.596399999999996,24.4
-10.2,-8.4,26.7,25.0
-9.0,-5.8,22.496399999999994,20.9
-3.6,-2.9,23.8,22.0
-3.6,-3.0,22.196399999999993,20.740999999999985
-5.1,-3.1,21.7,21.0
-4.8,-3.8,22.096399999999996,20.940999999999985
-5.1,-3.0,22.496399999999994,21.440999999999985
-8.8964,-6.4,25.796399999999995,23.540999999999986
-8.9964,-8.0,25.296399999999995,23.3
-10.5,-8.1,26.096399999999996,24.140999999999988
-10.8,-8.641,23.7,22.4
-9.9,-8.0,26.2,24.4
-15.0,-12.9,26.892799999999987,24.4
-11.0,-8.041,26.5,24.1
-10.0964,-8.2,24.9,23.0
-10.2,-8.2,26.5,24.640999999999988
-10.0,-7.0,27.0,24.0
-13.963999999999999,-10.0,28.0,26.0
-13.0,-10.0,28.0,26.0
-10.4964,-8.4,24.5,22.7
-10.8,-8.2,26.4,24.3
-10.8,-8.141,24.9,22.6
-13.2,-11.041,26.7,24.840999999999987
-12.696399999999999,-10.2,25.9,24.0
-9.8,-7.640999999999999,25.8,24.6
-9.592799999999999,-7.2,24.096399999999996,22.4
-8.0,-6.5409999999999995,25.5,23.540999999999986
-12.8964,-10.641,25.296399999999995,23.0
-10.5,-8.241,25.896399999999993,23.640999999999988
-10.4,-8.041,26.79279999999999,24.740999999999985
-10.5,-8.3,26.4,24.5
-11.0,-9.3,23.8,21.5
-7.796399999999999,-6.241,24.4,23.2
-6.3,-4.8,25.0,23.2
-7.4,-5.5,22.196399999999993,20.3
-4.6,-3.7,22.9,21.440999999999985
-4.6,-3.7,22.9,21.440999999999985
-8.6,-7.3,24.9,22.9
-7.9,-7.1,25.3,23.040999999999986
-8.196399999999999,-7.3,25.0,23.340999999999987
-6.7,-5.7,24.096399999999996,22.340999999999987
-5.7,-4.3,25.2,22.340999999999987
-6.5,-5.2,25.2,24.3
-8.4964,-7.4,24.5,23.040999999999986
-9.3,-8.0,24.996399999999994,22.9
-7.9963999999999995,-6.8,25.0,23.2
-14.0,-11.3,24.896399999999993,23.340999999999987
-12.4,-10.3,24.0,23.0
-10.0,-8.0,27.0,24.740999999999985
-10.7,-8.9,26.2,24.3
-6.9963999999999995,-6.0409999999999995,26.796399999999995,24.2
-11.4964,-10.0,26.096399999999996,24.6
-12.8964,-9.8,25.3,23.5
-12.9964,-9.5,25.596399999999996,23.5
-12.8928,-9.441,25.696399999999993,23.9
-10.0,-8.5,24.6,23.2
-7.5,-6.6,23.8,22.8
-7.3,-6.3,25.696399999999993,24.140999999999988
-17.7,-14.2,26.5,25.1
-14.696399999999999,-10.9,26.196399999999993,24.0
-16.9,-13.3,23.9,22.4
-15.2928,-12.2,28.392799999999987,26.9
-14.5964,-12.141,25.3,23.6
-12.282,-7.0409999999999995,26.1,24.5
-7.1964,-6.1,26.59279999999999,24.6
-11.0,-8.841000000000001,25.9,24.440999999999985
-11.8856,-9.7,24.88919999999998,22.9
-11.2,-8.541,25.096399999999996,23.540999999999986
-9.196399999999999,-7.4,25.596399999999996,24.340999999999987
-15.8964,-12.382,25.8,24.6
-16.4,-12.741,26.4,24.5
-7.096399999999999,-6.0,25.0,24.1
-10.5,-9.2,24.6,23.9
-17.0,-15.0,28.0,26.0
-7.0,-6.0,27.0,25.0
-12.0,-9.0,28.0,26.0
-8.5,-7.4,23.396399999999993,22.4
-4.0,-3.1,22.896399999999993,21.8
-8.592799999999999,-5.840999999999999,23.8,22.6
-13.3,-10.3,26.4,24.540999999999986
-13.3,-10.4,26.3,24.5
-10.7964,-8.6,27.3,25.5
-14.5964,-12.4,25.296399999999995,23.7
-6.6,-4.8,20.8,20.0
-7.9,-7.0,20.7,20.140999999999988
-6.4963999999999995,-4.8,22.6,22.1
-13.7,-11.341000000000001,25.496399999999994,24.4
-11.0,-8.0,25.0,25.0
-13.0,-10.0,26.0,25.0
-15.0,-11.0,26.0,25.0
-13.2964,-10.1,25.1,24.040999999999986
-10.692799999999998,-7.941,25.4,24.7
-13.181999999999999,-8.4,25.9,24.6
-2.0964,-1.7,24.7,23.6
-5.296399999999999,-4.0409999999999995,23.696399999999993,22.6
-4.0,-3.0,24.396399999999993,23.3
-4.7,-4.2,22.796399999999995,21.8
-2.9964,-2.3,22.3,21.5
-6.4,-5.0409999999999995,23.096399999999996,22.1
-3.7,-3.3,22.4,21.2
-4.1,-3.1,22.696399999999993,21.4
-4.1,-3.1,23.096399999999996,22.1
-5.4,-4.6,22.796399999999995,21.540999999999986
-6.5,-4.2,23.596399999999996,22.640999999999988
-9.0,-6.3,23.0,22.0
-6.5,-5.0,24.7,22.5
-11.2964,-7.181999999999999,23.996399999999994,22.6
-9.2928,-6.7,24.196399999999993,23.0
-8.8,-5.7,26.0,24.3
-2.6,-2.3,21.6,21.0
-3.9964,-2.7,21.6,21.0
-4.3,-3.2409999999999997,21.996399999999994,20.7
-10.0,-7.3,25.2,23.7
-10.692799999999998,-8.281999999999998,24.596399999999996,22.9
-11.196399999999999,-9.341000000000001,24.896399999999993,23.7
-8.8928,-7.6,25.3,24.1
-9.4,-7.340999999999999,25.4,24.2
-9.9964,-7.941,25.896399999999993,24.3
-9.0,-7.0,25.963999999999942,24.0
-10.0,-8.0,27.0,25.0
-9.0,-7.0,26.0,25.0
-4.9963999999999995,-2.8409999999999993,25.496399999999994,23.4
-5.1,-3.9,23.496399999999994,21.8
-4.5,-2.0,25.296399999999995,23.3
-5.4963999999999995,-4.6,21.896399999999993,20.640999999999988
-8.196399999999999,-6.3,25.296399999999995,23.3
-7.6964,-6.0409999999999995,23.892799999999987,22.8
-8.2,-6.5,23.696399999999993,22.8
-6.9963999999999995,-4.9,26.2,24.5
-7.5,-5.6,27.192799999999988,24.9
-8.1,-6.1,26.4,23.9
-5.7,-3.9,24.09279999999999,22.5
-2.0964,-1.5,24.596399999999996,22.7
-6.0,-4.3,23.79279999999999,21.9
-12.8,-10.8,26.396399999999993,24.3
-12.4964,-10.3,25.4,23.5
-12.3,-9.541,26.2,24.2
-11.0,-9.041,24.6,23.6
-13.8964,-11.6,24.896399999999993,22.9
-12.196399999999999,-10.2,26.2,24.640999999999988
-10.0,-7.140999999999999,25.7,24.440999999999985
-9.2964,-7.6,26.2,24.7
-8.9,-7.140999999999999,26.1,24.5
-5.4,-4.0,22.5,21.440999999999985
-4.596399999999999,-3.2409999999999997,22.7,21.7
-5.6964,-4.1,23.3,22.3
-6.2,-5.3,26.4,25.0
-9.1,-7.6,25.0,23.0
-5.596399999999999,-3.9,22.3,21.640999999999988
-3.5,-2.4,22.2,21.3
-7.1,-5.1,23.4,22.040999999999986
-4.1,-2.7,21.0,20.2
-2.0964,-1.3,21.0,20.2
-2.5,-1.5,22.8,21.8
-6.6,-4.9,25.8,24.4
-7.2,-4.9,27.0,25.3
-7.7,-6.0,26.296399999999995,25.0
-8.789200000000001,-7.0,25.0,23.4
-6.5927999999999995,-4.6,24.996399999999994,23.5
-8.0,-6.140999999999999,25.6,24.0
-13.0,-10.0,27.0,25.0
-13.0,-10.0,27.0,25.0
-9.0,-7.0,27.0,25.0
-6.2,-3.6,20.7,20.1
-2.1964,-1.8,20.996399999999994,20.4
-2.7,-2.2,20.2,19.7
-3.3,-2.7,22.1,21.2
-6.1,-4.741,22.796399999999995,21.940999999999985
-6.5,-5.3,22.696399999999993,21.440999999999985
-11.3,-9.541,24.7,22.8
-11.4964,-9.4,26.696399999999993,24.9
-12.7,-8.941,26.0,24.7
-6.0,-5.0,26.0,24.0
-8.0,-7.0,27.0,25.0
-9.0,-7.0,25.192799999999988,24.0
-9.8,-7.6,25.7,24.4
-10.4964,-8.1,25.7,24.4
-12.4964,-9.9,25.996399999999994,24.6
-10.9964,-8.8,25.2,23.8
-9.7,-7.2,26.896399999999993,24.3
-11.0,-9.7,27.896399999999993,25.0
-5.9,-4.7,21.0,20.3
-11.5964,-9.5,24.2,23.0
-6.8964,-5.2,23.3,22.5
-14.2964,-11.0,24.9,23.3
-8.2,-6.840999999999999,22.8,21.9
-3.6,-2.1,21.8,21.2
-5.3,-3.9,22.996399999999994,21.6
-23.9,-18.882,16.6,14.8
-23.9,-18.882,16.6,14.8
-23.9,-18.682000000000002,15.6,14.0
-22.3,-18.5,25.7,24.3
-22.3,-18.5,25.7,24.3
-18.5,-16.4,25.4,23.6
-16.3,-15.2,21.2,20.0
-18.2,-15.7,21.1,19.6
-18.2,-15.7,21.1,19.6
-12.482,-9.8,24.0,22.8
-12.482,-9.8,24.0,22.8
-14.492799999999999,-12.7,24.596399999999996,23.3
-22.7,-20.2,23.8,22.8
-23.3,-20.2,23.7,22.6
-23.3,-20.2,23.7,22.6
-29.1964,-26.4,25.1,22.7
-29.1964,-26.541,25.1,22.1
-29.1964,-26.541,25.1,22.1
-16.1964,-15.141,24.2,22.940999999999985
-16.1964,-15.141,24.2,22.940999999999985
-18.9,-17.082,26.99279999999999,25.240999999999985
-28.1964,-25.041,21.796399999999995,19.9
-27.9,-25.2,23.596399999999996,21.5
-27.9,-25.2,23.596399999999996,21.5
-32.4964,-27.0,23.0,21.0
-27.296400000000002,-24.8,23.0,21.5
-27.4964,-24.841,22.896399999999993,21.0
-22.7,-20.441,21.2,20.4
-14.2,-11.2,21.596399999999996,20.1
-14.2,-11.2,21.596399999999996,20.1
-24.0,-22.2,22.192799999999988,20.240999999999985
-27.6964,-25.7,21.8,20.4
-27.6964,-25.7,21.8,20.4
-21.2,-18.2,23.9,22.5
-22.8,-20.441,24.196399999999993,22.8
-22.8,-20.441,24.196399999999993,22.8
-25.4,-23.5,20.796399999999995,19.0
-32.1,-29.141000000000002,21.696399999999993,20.1
-32.1,-29.141000000000002,21.696399999999993,20.1
-20.7,-16.0,25.1,23.5
-17.6,-14.8,23.196399999999993,22.0
-20.7,-16.0,25.1,23.5
-23.0928,-20.7,25.8,23.9
-22.1,-18.4,23.6,22.5
-22.1,-18.4,23.6,22.5
-25.8,-20.941,25.1,23.8
-25.8,-20.941,25.1,23.8
-26.9964,-21.341,24.596399999999996,23.4
-23.5,-20.1,24.1,23.0
-27.1964,-18.741,24.5,23.540999999999986
-27.1964,-18.741,24.5,23.540999999999986
-28.796400000000002,-23.8,26.3,24.6
-19.5928,-17.041,24.3,23.3
-19.5928,-17.041,24.3,23.3
-22.7,-18.4,23.396399999999993,21.940999999999985
-26.596400000000003,-17.3,24.3,23.2
-26.596400000000003,-17.3,24.3,23.2
-24.7928,-20.941,25.796399999999995,24.3
-19.8964,-17.6,23.7,22.4
-24.7928,-20.941,25.796399999999995,24.3
-23.5856,-20.9,27.2,25.6
-21.0,-19.2,23.7,22.7
-21.0,-19.2,23.7,22.7
-30.796400000000002,-26.541,23.896399999999993,22.8
-30.796400000000002,-26.541,23.896399999999993,22.8
-23.9928,-21.741,24.0,22.9
-10.9,-7.6,23.1,22.1
-10.9,-7.6,23.1,22.1
-10.7,-7.840999999999999,23.1,22.0
-11.4856,-8.041,21.2,20.6
-7.1,-6.4,21.7,21.0
-7.1,-6.4,21.7,21.0
-32.0676,-28.2,25.196399999999993,23.0
-32.0676,-28.2,25.196399999999993,23.0
-32.6,-30.3,23.79279999999999,21.5
-15.8,-13.641,21.3,20.540999999999986
-9.2,-7.640999999999999,21.4,20.6
-9.2,-7.640999999999999,21.4,20.6
-13.3,-11.1,22.2,21.4
-11.3964,-9.8,22.5,21.4
-11.3964,-9.8,22.5,21.4
-30.0,-26.0,24.0,23.0
-22.0,-18.0,24.0,23.0
-26.0,-19.0,26.0,24.8
-18.1964,-16.5,25.896399999999993,24.4
-9.7964,-8.2,22.496399999999994,21.5
-9.7964,-8.2,22.496399999999994,21.5
-13.0,-11.1,20.996399999999994,20.0
-12.8928,-10.3,20.6,19.940999999999985
-13.0,-11.1,20.996399999999994,20.0
-10.2,-8.5,19.8,19.4
-10.196399999999999,-8.441,21.6,20.5
-10.196399999999999,-8.441,21.6,20.5
-16.596400000000003,-14.341000000000001,25.7,24.0
-20.7,-15.141,25.5,24.3
-20.7,-15.141,25.5,24.3
-22.385599999999997,-19.441,24.9,22.8
-23.2,-19.7,24.5,23.140999999999988
-27.4964,-22.282,24.5,23.2
-18.985599999999998,-14.2,25.3,23.6
-15.2,-13.741,25.2,24.040999999999986
-18.985599999999998,-14.2,25.3,23.6
-7.8,-7.0,22.496399999999994,21.3
-12.592799999999999,-8.841000000000001,21.8,20.7
-7.8,-7.0,22.496399999999994,21.3
-17.6964,-15.2,25.596399999999996,23.940999999999985
-20.0,-16.4,25.296399999999995,24.2
-20.0,-16.4,25.296399999999995,24.2
-17.2,-13.6,25.0,24.0
-17.4964,-14.941,25.3,24.2
-17.4964,-14.941,25.3,24.2
-12.5964,-10.7,21.6,20.6
-12.5964,-10.7,21.6,20.6
-11.8,-9.941,21.696399999999993,20.540999999999986
-21.6,-18.6,24.9,23.7
-21.2928,-17.1,25.096399999999996,23.9
-21.2928,-17.1,25.096399999999996,23.9
-15.3,-14.0,22.4,21.5
-17.6892,-14.5,23.096399999999996,22.0
-17.6892,-14.5,23.096399999999996,22.0
-21.8,-16.141000000000002,24.496399999999994,23.1
-22.1,-18.4,24.896399999999993,23.640999999999988
-22.1,-18.4,24.896399999999993,23.640999999999988
-18.7856,-16.2,25.3,23.8
-21.6892,-17.7,25.1,23.7
-21.6892,-17.7,25.1,23.7
-20.4,-18.041,23.6,22.340999999999987
-19.596400000000003,-17.3,24.496399999999994,22.7
-19.596400000000003,-17.3,24.496399999999994,22.7
-19.3,-17.6,24.6,23.2
-19.3,-17.6,24.6,23.2
-22.796400000000002,-18.4,24.6,22.940999999999985
-17.6964,-16.1,23.5,22.2
-21.9964,-18.541,23.896399999999993,22.640999999999988
-21.9964,-18.541,23.896399999999993,22.640999999999988
-19.8964,-16.8,22.696399999999993,21.9
-24.0,-19.1,22.9,22.040999999999986
-24.0,-19.1,22.9,22.040999999999986
-15.2964,-13.041,25.2,23.6
-15.2964,-13.041,25.7,24.2
-15.2964,-13.041,25.7,24.2
-14.6,-12.2,24.9,23.6
-16.296400000000002,-14.041,24.4,23.1
-15.9,-13.6,25.0,24.0
-20.6,-17.6,23.796399999999995,23.0
-20.6,-17.6,23.796399999999995,23.0
-21.5,-18.6,24.0,23.1
-12.7,-10.441,20.7,20.0
-13.2,-11.4,20.796399999999995,19.7
-13.2,-11.4,20.796399999999995,19.7
-13.3964,-10.741,19.5,18.7
-12.0964,-9.6,19.9,19.1
-12.0964,-9.6,19.9,19.1
-21.3964,-18.741,24.096399999999996,22.7
-20.9964,-18.9,24.5,22.7
-20.9964,-18.9,24.5,22.7
-24.296400000000002,-21.341,24.3,23.0
-24.296400000000002,-21.341,24.3,23.0
-23.796400000000002,-21.7,24.2,22.8
-27.4,-22.282,24.4,22.740999999999985
-23.7,-20.841,23.9,22.6
-23.7,-20.841,23.9,22.6
-12.5964,-10.5,21.6,21.0
-10.2,-8.7,23.0,22.0
-8.0,-6.7,22.196399999999993,21.240999999999985
-26.4,-24.0,22.896399999999993,21.840999999999987
-27.2,-22.041,23.696399999999993,22.7
-27.2,-22.041,23.696399999999993,22.7
-22.3,-17.841,23.496399999999994,22.2
-22.3,-17.841,23.496399999999994,22.2
