,Location Name,Coordinates,URL for files
17,Luanda-Quatro.de.Fevereiro.Intl.AP LUA AGO,"['13.23100', '-8.85800', '74.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_LUA_Luanda-Quatro.de.Fevereiro.Intl.AP.661600_TMYx.2004-2018.zip
18,Luanda-Quatro.de.Fevereiro.Intl.AP LUA AGO,"['13.23100', '-8.85800', '74.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_LUA_Luanda-Quatro.de.Fevereiro.Intl.AP.661600_TMYx.2007-2021.zip
19,Luanda-Qautro.de.Fevereiro.Intl.AP LUA AGO,"['13.23100', '-8.85800', '74.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_LUA_Luanda-Qautro.de.Fevereiro.Intl.AP.661600_TMYx.zip
20,NDalatando CNO AGO,"['14.91700', '-9.28300', '795.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CNO_NDalatando.661720_TMYx.2007-2021.zip
21,NDalatando CNO AGO,"['14.91700', '-9.28300', '795.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CNO_NDalatando.661720_TMYx.zip
22,Malanje MAL AGO,"['16.36700', '-9.55000', '1142.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_MAL_Malanje.662150_TMYx.2007-2021.zip
23,Malanje MAL AGO,"['16.36700', '-9.55000', '1142.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_MAL_Malanje.662150_TMYx.zip
24,Saurimo.AP LSU AGO,"['20.43200', '-9.68900', '1092.4']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_LSU_Saurimo.AP.662260_TMYx.2007-2021.zip
25,Saurimo.AP LSU AGO,"['20.43200', '-9.68900', '1092.4']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_LSU_Saurimo.AP.662260_TMYx.zip
26,Porto.Amboim.AP CUS AGO,"['13.76100', '-10.72600', '5.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CUS_Porto.Amboim.AP.662400_TMYx.zip
27,Sumbe.AP CUS AGO,"['13.85000', '-11.16700', '11.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CUS_Sumbe.AP.662600_TMYx.2007-2021.zip
28,Sumbe.AP CUS AGO,"['13.85000', '-11.16700', '11.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CUS_Sumbe.AP.662600_TMYx.zip
29,Waku-Kungo.AP CUS AGO,"['15.11700', '-11.41700', '1304.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CUS_Waku-Kungo.AP.662700_TMYx.zip
30,Luena.AP MOX AGO,"['19.89800', '-11.76800', '1328.9']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_MOX_Luena.AP.662850_TMYx.2004-2018.zip
31,Luena.AP MOX AGO,"['19.89800', '-11.76800', '1328.9']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_MOX_Luena.AP.662850_TMYx.2007-2021.zip
32,Luena.AP MOX AGO,"['19.89800', '-11.76800', '1328.9']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_MOX_Luena.AP.662850_TMYx.zip
33,Lobito.AP BGU AGO,"['13.53300', '-12.36700', '3.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BGU_Lobito.AP.663050_TMYx.zip
34,Benguela.AP BGU AGO,"['13.40400', '-12.60900', '36.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BGU_Benguela.AP.663100_TMYx.2004-2018.zip
35,Benguela.AP BGU AGO,"['13.40400', '-12.60900', '36.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BGU_Benguela.AP.663100_TMYx.2007-2021.zip
36,Benguela.AP BGU AGO,"['13.40400', '-12.60900', '36.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BGU_Benguela.AP.663100_TMYx.zip
37,Huambo.AP HUA AGO,"['15.76100', '-12.80900', '1702.9']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_HUA_Huambo.AP.663180_TMYx.2004-2018.zip
38,Huambo.AP HUA AGO,"['15.76100', '-12.80900', '1702.9']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_HUA_Huambo.AP.663180_TMYx.2007-2021.zip
39,Huambo.AP HUA AGO,"['15.76100', '-12.80900', '1702.9']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_HUA_Huambo.AP.663180_TMYx.zip
40,Kuito BIE AGO,"['16.95000', '-12.38300', '1701.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BIE_Kuito.663250_TMYx.2007-2021.zip
41,Kuito BIE AGO,"['16.95000', '-12.38300', '1701.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BIE_Kuito.663250_TMYx.zip
42,Lubango.AP HUI AGO,"['13.57500', '-14.92500', '1761.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_HUI_Lubango.AP.663900_TMYx.2004-2018.zip
43,Lubango.AP HUI AGO,"['13.57500', '-14.92500', '1761.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_HUI_Lubango.AP.663900_TMYx.2007-2021.zip
44,Lubango.AP HUI AGO,"['13.57500', '-14.92500', '1761.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_HUI_Lubango.AP.663900_TMYx.zip
45,Menongue CCU AGO,"['17.68300', '-14.65000', '1343.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CCU_Menongue.664100_TMYx.zip
46,Mocamedes NAM AGO,"['12.15000', '-15.20000', '43.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_NAM_Mocamedes.664220_TMYx.2007-2021.zip
47,Mocamedes NAM AGO,"['12.15000', '-15.20000', '43.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_NAM_Mocamedes.664220_TMYx.zip
48,Mavinga CCU AGO,"['20.35000', '-15.83300', '1088.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CCU_Mavinga.664470_TMYx.zip
49,Baia.Dos.Tigres.AP NAM AGO,"['11.71700', '-16.60000', '1.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_NAM_Baia.Dos.Tigres.AP.664500_TMYx.zip
50,Pereira.D-Eca CNN AGO,"['15.73300', '-17.08300', '1109.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CNN_Pereira.D-Eca.664600_TMYx.2007-2021.zip
51,Pereira.D-Eca CNN AGO,"['15.73300', '-17.08300', '1109.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CNN_Pereira.D-Eca.664600_TMYx.zip
52,Glorioso.Islands IE ATF,"['47.28972', '-11.58278', '4.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Glorioso.Islands.619680_TMYx.2004-2018.zip
53,Glorioso.Islands IE ATF,"['47.28972', '-11.58278', '4.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Glorioso.Islands.619680_TMYx.2007-2021.zip
54,Glorioso.Islands IE ATF,"['47.28972', '-11.58278', '4.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Glorioso.Islands.619680_TMYx.zip
55,Juan.De.Nova.Island-Saint.Christophe.Island IE ATF,"['42.71194', '-17.05472', '10.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Juan.De.Nova.Island-Saint.Christophe.Island.619700_TMYx.2004-2018.zip
56,Juan.De.Nova.Island-Saint.Christophe.Island IE ATF,"['42.71194', '-17.05472', '10.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Juan.De.Nova.Island-Saint.Christophe.Island.619700_TMYx.2007-2021.zip
57,Juan.De.Nova.Island-Saint.Christophe.Island IE ATF,"['42.71194', '-17.05472', '10.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Juan.De.Nova.Island-Saint.Christophe.Island.619700_TMYx.zip
58,Europa.Island IE ATF,"['40.34055', '-22.34417', '6.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Europa.Island.619720_TMYx.2004-2018.zip
59,Europa.Island IE ATF,"['40.34055', '-22.34417', '6.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Europa.Island.619720_TMYx.2007-2021.zip
60,Europa.Island IE ATF,"['40.34055', '-22.34417', '6.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_IE_Europa.Island.619720_TMYx.zip
61,Martin.De.Vivies.Stn-Amsterdam.Island AS ATF,"['77.56917', '-37.79528', '29.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_AS_Martin.De.Vivies.Stn-Amsterdam.Island.619960_TMYx.2004-2018.zip
62,Martin.De.Vivies.Stn-Amsterdam.Island AS ATF,"['77.56917', '-37.79528', '29.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_AS_Martin.De.Vivies.Stn-Amsterdam.Island.619960_TMYx.2007-2021.zip
63,Martin.De.Vivies.Stn-Amsterdam.Island AS ATF,"['77.56917', '-37.79528', '29.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_AS_Martin.De.Vivies.Stn-Amsterdam.Island.619960_TMYx.zip
64,Alfred.Faure.Stn-Possession.Island CR ATF,"['51.85667', '-46.43250', '142.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_CR_Alfred.Faure.Stn-Possession.Island.619970_TMYx.2004-2018.zip
65,Alfred.Faure.Stn-Possession.Island CR ATF,"['51.85667', '-46.43250', '142.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_CR_Alfred.Faure.Stn-Possession.Island.619970_TMYx.2007-2021.zip
66,Alfred.Faure.Stn-Possession.Island CR ATF,"['51.85667', '-46.43250', '142.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_CR_Alfred.Faure.Stn-Possession.Island.619970_TMYx.zip
67,Port.Aux.Francais-Kerguelen.Islands KG ATF,"['70.24333', '-49.35222', '30.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_KG_Port.Aux.Francais-Kerguelen.Islands.619980_TMYx.2004-2018.zip
68,Port.Aux.Francais-Kerguelen.Islands KG ATF,"['70.24333', '-49.35222', '30.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_KG_Port.Aux.Francais-Kerguelen.Islands.619980_TMYx.2007-2021.zip
69,Port.Aux.Francais-Kerguelen.Islands KG ATF,"['70.24333', '-49.35222', '30.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/ATF_French_Southern_Territories/ATF_KG_Port.Aux.Francais-Kerguelen.Islands.619980_TMYx.zip
70,Bujumbura.Intl.AP BM BDI,"['29.31900', '-3.32400', '787.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BDI_Burundi/BDI_BM_Bujumbura.Intl.AP.643900_TMYx.2004-2018.zip
71,Bujumbura.Intl.AP BM BDI,"['29.31900', '-3.32400', '787.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BDI_Burundi/BDI_BM_Bujumbura.Intl.AP.643900_TMYx.2007-2021.zip
72,Bujumbura.Intl.AP BM BDI,"['29.31900', '-3.32400', '787.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BDI_Burundi/BDI_BM_Bujumbura.Intl.AP.643900_TMYx.zip
73,Muyinga MY BDI,"['30.33300', '-2.83300', '1755.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BDI_Burundi/BDI_MY_Muyinga.643970_TMYx.zip
74,Kandi AL BEN,"['2.93300', '11.13300', '292.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_AL_Kandi.653060_TMYx.2004-2018.zip
75,Kandi AL BEN,"['2.93300', '11.13300', '292.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_AL_Kandi.653060_TMYx.2007-2021.zip
76,Kandi AL BEN,"['2.93300', '11.13300', '292.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_AL_Kandi.653060_TMYx.zip
77,Natitingou AK BEN,"['1.38300', '10.31700', '461.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_AK_Natitingou.653190_TMYx.2004-2018.zip
78,Natitingou AK BEN,"['1.38300', '10.31700', '461.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_AK_Natitingou.653190_TMYx.2007-2021.zip
79,Natitingou AK BEN,"['1.38300', '10.31700', '461.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_AK_Natitingou.653190_TMYx.zip
80,Parakou BO BEN,"['2.61700', '9.35000', '393.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_BO_Parakou.653300_TMYx.2004-2018.zip
81,Parakou BO BEN,"['2.61700', '9.35000', '393.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_BO_Parakou.653300_TMYx.2007-2021.zip
82,Parakou BO BEN,"['2.61700', '9.35000', '393.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_BO_Parakou.653300_TMYx.zip
83,Save CO BEN,"['2.46700', '8.03300', '200.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_CO_Save.653350_TMYx.2004-2018.zip
84,Save CO BEN,"['2.46700', '8.03300', '200.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_CO_Save.653350_TMYx.2007-2021.zip
85,Save CO BEN,"['2.46700', '8.03300', '200.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_CO_Save.653350_TMYx.zip
86,Bohicon ZO BEN,"['2.06700', '7.16700', '167.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_ZO_Bohicon.653380_TMYx.2004-2018.zip
87,Bohicon ZO BEN,"['2.06700', '7.16700', '167.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_ZO_Bohicon.653380_TMYx.2007-2021.zip
88,Bohicon ZO BEN,"['2.06700', '7.16700', '167.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_ZO_Bohicon.653380_TMYx.zip
89,Cotonou-Cadjehoun.AP LI BEN,"['2.38400', '6.35700', '5.8']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_LI_Cotonou-Cadjehoun.AP.653440_TMYx.2004-2018.zip
90,Cotonou-Cadjehoun.AP LI BEN,"['2.38400', '6.35700', '5.8']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_LI_Cotonou-Cadjehoun.AP.653440_TMYx.2007-2021.zip
91,Cotonou-Cadjehoun.AP LI BEN,"['2.38400', '6.35700', '5.8']",https://climate.onebuilding.org/WMO_Region_1_Africa/BEN_Benin/BEN_LI_Cotonou-Cadjehoun.AP.653440_TMYx.zip
92,Markoye CN BFA,"['-6.70000E-02', '14.63300', '295.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_CN_Markoye.655000_TMYx.zip
93,Dori SA BFA,"['-3.30000E-02', '14.03300', '277.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_SA_Dori.655010_TMYx.2004-2018.zip
94,Dori SA BFA,"['-3.30000E-02', '14.03300', '277.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_SA_Dori.655010_TMYx.2007-2021.zip
95,Dori SA BFA,"['-3.30000E-02', '14.03300', '277.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_SA_Dori.655010_TMYx.zip
96,Ouahigouya NO BFA,"['-2.41700', '13.56700', '336.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_NO_Ouahigouya.655020_TMYx.2004-2018.zip
97,Ouahigouya NO BFA,"['-2.41700', '13.56700', '336.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_NO_Ouahigouya.655020_TMYx.2007-2021.zip
98,Ouahigouya NO BFA,"['-2.41700', '13.56700', '336.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_NO_Ouahigouya.655020_TMYx.zip
99,Ouagadougou.Intl.AP CT BFA,"['-1.51200', '12.35300', '316.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_CT_Ouagadougou.Intl.AP.655030_TMYx.2004-2018.zip
100,Ouagadougou.Intl.AP CT BFA,"['-1.51200', '12.35300', '316.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_CT_Ouagadougou.Intl.AP.655030_TMYx.2007-2021.zip
101,Ouagadougou.Intl.AP CT BFA,"['-1.51200', '12.35300', '316.1']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_CT_Ouagadougou.Intl.AP.655030_TMYx.zip
102,Dedougou.AP BO BFA,"['-3.48300', '12.46700', '300.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_BO_Dedougou.AP.655050_TMYx.2004-2018.zip
103,Dedougou.AP BO BFA,"['-3.48300', '12.46700', '300.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_BO_Dedougou.AP.655050_TMYx.2007-2021.zip
104,Dedougou.AP BO BFA,"['-3.48300', '12.46700', '300.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_BO_Dedougou.AP.655050_TMYx.zip
105,Fada-Ngourma ES BFA,"['0.36700', '12.03300', '309.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_ES_Fada-Ngourma.655070_TMYx.2004-2018.zip
106,Fada-Ngourma ES BFA,"['0.36700', '12.03300', '309.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_ES_Fada-Ngourma.655070_TMYx.2007-2021.zip
107,Fada-Ngourma ES BFA,"['0.36700', '12.03300', '309.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_ES_Fada-Ngourma.655070_TMYx.zip
108,Bobo-Dioulasso.AP HB BFA,"['-4.33100', '11.16000', '460.6']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_HB_Bobo-Dioulasso.AP.655100_TMYx.2004-2018.zip
109,Bobo-Dioulasso.AP HB BFA,"['-4.33100', '11.16000', '460.6']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_HB_Bobo-Dioulasso.AP.655100_TMYx.2007-2021.zip
110,Bobo-Dioulasso.AP HB BFA,"['-4.33100', '11.16000', '460.6']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_HB_Bobo-Dioulasso.AP.655100_TMYx.zip
111,Boromo BO BFA,"['-2.93300', '11.75000', '271.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_BO_Boromo.655160_TMYx.2004-2018.zip
112,Boromo BO BFA,"['-2.93300', '11.75000', '271.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_BO_Boromo.655160_TMYx.2007-2021.zip
113,Boromo BO BFA,"['-2.93300', '11.75000', '271.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_BO_Boromo.655160_TMYx.zip
114,Po CS BFA,"['-1.15000', '11.15000', '322.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_CS_Po.655180_TMYx.2004-2018.zip
115,Po CS BFA,"['-1.15000', '11.15000', '322.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_CS_Po.655180_TMYx.2007-2021.zip
116,Po CS BFA,"['-1.15000', '11.15000', '322.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_CS_Po.655180_TMYx.zip
117,Gaoua SO BFA,"['-3.18300', '10.33300', '335.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_SO_Gaoua.655220_TMYx.2004-2018.zip
118,Gaoua SO BFA,"['-3.18300', '10.33300', '335.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_SO_Gaoua.655220_TMYx.2007-2021.zip
119,Gaoua SO BFA,"['-3.18300', '10.33300', '335.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_SO_Gaoua.655220_TMYx.zip
120,Ouagadougou CT BFA,"['-1.50000', '12.35000', '306.3']",https://climate.onebuilding.org/WMO_Region_1_Africa/BFA_Burkina_Faso/BFA_CT_Ouagadougou.691084_TMYx.zip
121,Ghanzi GH BWA,"['21.65000', '-21.70000', '1100.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_GH_Ghanzi.680240_TMYx.2004-2018.zip
122,Ghanzi GH BWA,"['21.65000', '-21.70000', '1100.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_GH_Ghanzi.680240_TMYx.2007-2021.zip
123,Ghanzi GH BWA,"['21.65000', '-21.70000', '1100.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_GH_Ghanzi.680240_TMYx.zip
124,Pandamatenga NW BWA,"['25.63300', '-18.27000', '1064.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Pandamatenga.680250_TMYx.zip
125,Shakawe NW BWA,"['21.85000', '-18.36700', '1000.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Shakawe.680260_TMYx.2007-2021.zip
126,Shakawe NW BWA,"['21.85000', '-18.36700', '1000.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Shakawe.680260_TMYx.zip
127,Kasane.AP NW BWA,"['25.16200', '-17.83300', '1002.5']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Kasane.AP.680290_TMYx.2004-2018.zip
128,Kasane.AP NW BWA,"['25.16200', '-17.83300', '1002.5']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Kasane.AP.680290_TMYx.2007-2021.zip
129,Kasane.AP NW BWA,"['25.16200', '-17.83300', '1002.5']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Kasane.AP.680290_TMYx.zip
130,Pandamatenga NW BWA,"['25.63300', '-18.53300', '1071.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Pandamatenga.680300_TMYx.2004-2018.zip
131,Pandamatenga NW BWA,"['25.63300', '-18.53300', '1071.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Pandamatenga.680300_TMYx.2007-2021.zip
132,Pandamatenga NW BWA,"['25.63300', '-18.53300', '1071.0']",https://climate.onebuilding.org/WMO_Region_1_Africa/BWA_Botswana/BWA_NW_Pandamatenga.680300_TMYx.zip
