,Location Name,Coordinates,URL for files
1138,George.Island MB CAN,"['-97.61640', '52.81860', '222.5']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_George.Island.714450_TMYx.zip
1139,Swift.Current.CDA SK CAN,"['-107.7333', '50.26670', '825.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Swift.Current.CDA.714460_TMYx.2004-2018.zip
1140,Swift.Current.CDA SK CAN,"['-107.7370', '50.26000', '825.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Swift.Current.CDA.714460_TMYx.2007-2021.zip
1141,Swift.Current.CDA SK CAN,"['-107.7370', '50.26000', '825.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Swift.Current.CDA.714460_TMYx.zip
1142,Melita MB CAN,"['-100.9864', '49.28140', '445.9']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Melita.714470_TMYx.2004-2018.zip
1143,Melita MB CAN,"['-100.9862', '49.28120', '445.9']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Melita.714470_TMYx.2007-2021.zip
1144,Melita MB CAN,"['-100.9862', '49.28120', '445.9']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Melita.714470_TMYx.zip
1145,Pinawa MB CAN,"['-96.05000', '50.16700', '268.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Pinawa.714480_TMYx.2004-2018.zip
1146,Pinawa MB CAN,"['-96.06500', '50.17700', '268.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Pinawa.714480_TMYx.2007-2021.zip
1147,Pinawa MB CAN,"['-96.06500', '50.17700', '268.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Pinawa.714480_TMYx.zip
1148,Sprague MB CAN,"['-95.59830', '49.02360', '329.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Sprague.714490_TMYx.2004-2018.zip
1149,Sprague MB CAN,"['-95.59830', '49.02360', '329.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Sprague.714490_TMYx.2007-2021.zip
1150,Sprague MB CAN,"['-95.59830', '49.02360', '329.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/MB_Manitoba/CAN_MB_Sprague.714490_TMYx.zip
1151,Elbow SK CAN,"['-106.5833', '51.13330', '594.6']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Elbow.714500_TMYx.2004-2018.zip
1152,Elbow SK CAN,"['-106.5826', '51.12560', '594.6']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Elbow.714500_TMYx.2007-2021.zip
1153,Elbow SK CAN,"['-106.5826', '51.12560', '594.6']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Elbow.714500_TMYx.zip
1154,Southend.AP SK CAN,"['-103.2833', '56.33330', '344.1']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Southend.AP.714510_TMYx.2004-2018.zip
1155,Southend.AP SK CAN,"['-103.2867', '56.33750', '344.1']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Southend.AP.714510_TMYx.2007-2021.zip
1156,Southend.AP SK CAN,"['-103.2867', '56.33750', '344.1']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Southend.AP.714510_TMYx.zip
1157,Weyburn.AP SK CAN,"['-103.8000', '49.70000', '588.6']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Weyburn.AP.714520_TMYx.2004-2018.zip
1158,Weyburn.AP SK CAN,"['-103.8000', '49.70000', '588.6']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Weyburn.AP.714520_TMYx.2007-2021.zip
1159,Weyburn.AP SK CAN,"['-103.8000', '49.70000', '588.6']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Weyburn.AP.714520_TMYx.zip
1160,Maple.Creek SK CAN,"['-109.4661', '49.90250', '766.7']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Maple.Creek.714530_TMYx.2004-2018.zip
1161,Maple.Creek SK CAN,"['-109.4661', '49.90250', '766.7']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Maple.Creek.714530_TMYx.2007-2021.zip
1162,Maple.Creek SK CAN,"['-109.4661', '49.90250', '766.7']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Maple.Creek.714530_TMYx.zip
1163,Waskesiu.Lake SK CAN,"['-106.0667', '53.91670', '569.4']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Waskesiu.Lake.714540_TMYx.2004-2018.zip
1164,Waskesiu.Lake SK CAN,"['-106.0667', '53.91670', '569.4']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Waskesiu.Lake.714540_TMYx.2007-2021.zip
1165,Waskesiu.Lake SK CAN,"['-106.0667', '53.91670', '569.4']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Waskesiu.Lake.714540_TMYx.zip
1166,Lucky.Lake SK CAN,"['-107.1500', '50.95000', '664.7']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Lucky.Lake.714550_TMYx.2004-2018.zip
1167,Lucky.Lake SK CAN,"['-107.1500', '50.95000', '664.7']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Lucky.Lake.714550_TMYx.2007-2021.zip
1168,Lucky.Lake SK CAN,"['-107.1500', '50.95000', '664.7']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Lucky.Lake.714550_TMYx.zip
1169,Melfort SK CAN,"['-104.6000', '52.81670', '490.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Melfort.714560_TMYx.2004-2018.zip
1170,Melfort SK CAN,"['-104.6000', '52.81670', '490.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Melfort.714560_TMYx.2007-2021.zip
1171,Melfort SK CAN,"['-104.6000', '52.81670', '490.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/CAN_Canada/SK_Saskatchewan/CAN_SK_Melfort.714560_TMYx.zip
