,Location Name,Coordinates,URL for files
638,Isla.Marias NAY MEX,"['-106.6330', '21.53300', '4.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/NAY_Nayarit/MEX_NAY_Isla.Marias.765510_TMYx.zip
639,Tepic.Intl.AP NAY MEX,"['-104.8430', '21.41900', '920.5']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/NAY_Nayarit/MEX_NAY_Tepic.Intl.AP.765560_TMYx.2004-2018.zip
640,Tepic NAY MEX,"['-104.8839', '21.51890', '915.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/NAY_Nayarit/MEX_NAY_Tepic.765560_TMYx.2007-2021.zip
641,Tepic.Intl.AP NAY MEX,"['-104.8839', '21.51890', '915.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/NAY_Nayarit/MEX_NAY_Tepic.Intl.AP.765560_TMYx.zip
642,Isla.Lobos AGU MEX,"['-97.20000', '21.46700', '5.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/AGU_Aguascalientes/MEX_AGU_Isla.Lobos.765700_TMYx.2007-2021.zip
643,Isla.Lobos AGU MEX,"['-97.20000', '21.46700', '5.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/AGU_Aguascalientes/MEX_AGU_Isla.Lobos.765700_TMYx.zip
644,Aguascalientes-Teran.Intl.AP AGU MEX,"['-102.3180', '21.70500', '1862.9']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/AGU_Aguascalientes/MEX_AGU_Aguascalientes-Teran.Intl.AP.765710_TMYx.2004-2018.zip
645,Aguascalientes AGU MEX,"['-102.2911', '21.85110', '1877.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/AGU_Aguascalientes/MEX_AGU_Aguascalientes.765710_TMYx.2007-2021.zip
646,Aguascalientes-Teran.Intl.AP AGU MEX,"['-102.2911', '21.85110', '1877.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/AGU_Aguascalientes/MEX_AGU_Aguascalientes-Teran.Intl.AP.765710_TMYx.zip
647,Lagos.de.Moreno JAL MEX,"['-101.9170', '21.35000', '1942.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/JAL_Jalisco/MEX_JAL_Lagos.de.Moreno.765730_TMYx.2007-2021.zip
648,Lagos.de.Moreno JAL MEX,"['-101.9170', '21.35000', '1942.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/JAL_Jalisco/MEX_JAL_Lagos.de.Moreno.765730_TMYx.zip
649,Leon-San.Carlos.AP GUA MEX,"['-101.5500', '21.06700', '1829.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/GUA_Guanajuato/MEX_GUA_Leon-San.Carlos.AP.765752_TMYx.zip
650,Guanajuato GUA MEX,"['-101.2830', '21.00000', '1999.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/GUA_Guanajuato/MEX_GUA_Guanajuato.765770_TMYx.2004-2018.zip
651,Guanajuato GUA MEX,"['-101.2660', '21.01400', '1999.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/GUA_Guanajuato/MEX_GUA_Guanajuato.765770_TMYx.2007-2021.zip
652,Guanajuato GUA MEX,"['-101.2660', '21.01400', '1999.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/GUA_Guanajuato/MEX_GUA_Guanajuato.765770_TMYx.zip
653,Guanajuato.Intl.AP GUA MEX,"['-101.4830', '20.98300', '1815.4']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/GUA_Guanajuato/MEX_GUA_Guanajuato.Intl.AP.765773_TMYx.2004-2018.zip
654,Guanajuato.Intl.AP GUA MEX,"['-101.4830', '20.98300', '1815.4']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/GUA_Guanajuato/MEX_GUA_Guanajuato.Intl.AP.765773_TMYx.2007-2021.zip
655,Guanajuato.Intl.AP GUA MEX,"['-101.4830', '20.98300', '1815.4']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/GUA_Guanajuato/MEX_GUA_Guanajuato.Intl.AP.765773_TMYx.zip
656,Cayo.Arenas.Lighthouse YUC MEX,"['-91.39791', '22.11497', '3.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/YUC_Yucatan/MEX_YUC_Cayo.Arenas.Lighthouse.765800_TMYx.2007-2021.zip
657,Cayo.Arenas.Lighthouse YUC MEX,"['-91.39791', '22.11497', '3.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/YUC_Yucatan/MEX_YUC_Cayo.Arenas.Lighthouse.765800_TMYx.zip
658,Rioverde SLP MEX,"['-99.98300', '21.93300', '983.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/SLP_San_Luis_Potosi/MEX_SLP_Rioverde.765810_TMYx.2004-2018.zip
659,Rioverde SLP MEX,"['-99.98300', '21.93300', '983.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/SLP_San_Luis_Potosi/MEX_SLP_Rioverde.765810_TMYx.2007-2021.zip
660,Rioverde SLP MEX,"['-99.98300', '21.93300', '983.0']",https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/MEX_Mexico/SLP_San_Luis_Potosi/MEX_SLP_Rioverde.765810_TMYx.zip
